Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate,Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
22,0,22,2,18,1,89,86,87,1,1,14,6,0
22,1,25,2,2,1,91,68,53,1,1,20,5,2
21,1,10,1,18,0,68,46,70,1,0,25,8,3
25,0,30,3,0,1,76,88,69,1,1,4,4,0
25,0,28,2,5,1,79,99,74,1,2,7,7,0
23,1,33,2,20,1,71,44,94,1,0,7,7,3
27,0,31,0,12,1,77,75,83,1,2,18,7,1
22,0,44,3,11,1,55,69,58,0,1,28,7,2
22,1,44,1,8,1,94,62,87,1,2,13,4,2
18,0,14,0,6,0,51,93,96,0,0,15,7,0
24,1,40,2,18,1,92,55,59,1,0,28,4,2
20,1,48,0,5,0,67,48,65,1,1,14,6,3
27,1,39,3,8,1,50,55,87,0,2,10,9,2
23,1,5,0,6,1,65,45,79,1,0,3,7,3
27,0,9,3,12,1,79,85,79,1,2,27,8,0
18,0,9,2,6,1,70,46,95,1,2,13,10,3
20,1,15,2,16,1,80,53,95,1,1,13,9,3
24,0,22,1,5,0,95,92,97,0,0,22,8,0
29,0,24,1,3,0,62,72,95,0,0,24,8,1
26,0,31,3,15,1,86,71,93,1,2,3,5,1
28,1,18,3,1,0,85,89,53,0,2,24,4,0
21,0,43,0,12,1,93,69,54,1,1,5,4,2
24,1,20,2,12,0,71,47,50,0,2,11,9,3
21,0,16,3,10,1,99,97,52,0,2,11,5,0
20,1,47,2,11,1,81,87,51,0,2,25,9,0
19,1,44,1,14,0,94,53,82,1,2,24,10,3
25,1,42,3,17,0,84,68,76,1,1,16,5,2
26,0,21,3,13,0,61,76,78,1,2,10,10,1
23,1,35,2,15,1,63,61,86,1,0,29,10,2
23,1,11,1,12,1,99,67,67,1,2,12,6,2
24,1,43,2,9,1,51,79,78,0,1,14,4,1
18,1,10,2,0,1,92,66,97,1,2,30,10,2
20,1,39,1,4,0,92,44,89,0,1,13,4,3
18,0,14,2,14,1,63,94,57,0,2,30,4,0
23,1,30,0,4,1,55,91,54,1,2,26,9,0
28,1,17,0,15,1,97,82,70,1,0,15,8,1
23,0,7,1,6,1,90,83,68,0,2,24,5,1
28,0,18,1,12,0,86,65,62,1,2,29,8,2
26,1,12,1,17,0,98,88,60,1,2,5,7,0
28,0,32,3,5,0,84,95,94,1,1,23,6,0
21,0,33,0,14,0,60,58,92,1,2,25,8,2
18,1,23,3,7,1,69,80,69,1,2,20,8,1
18,1,22,0,0,1,93,84,75,0,0,30,10,1
25,1,26,2,12,0,55,80,57,0,2,12,8,1
26,1,5,2,12,1,69,60,94,0,1,12,5,2
23,0,41,2,9,0,69,86,77,1,2,11,7,0
24,1,48,3,2,0,75,85,71,1,1,0,4,0
29,0,41,3,2,1,50,79,52,1,2,8,8,1
18,1,17,3,5,1,52,59,55,1,1,8,5,2
29,0,45,1,18,0,54,76,78,0,1,15,10,1
22,0,33,0,5,1,94,90,88,1,2,22,10,0
20,1,29,2,7,0,72,71,86,0,0,26,7,1
24,1,39,2,14,0,74,55,72,0,2,14,5,2
27,0,31,0,9,1,78,76,83,1,2,12,7,1
20,0,27,2,2,0,70,48,52,1,1,6,10,3
28,0,37,1,16,0,72,57,89,1,2,0,9,2
18,1,39,0,4,1,60,92,94,1,2,6,7,0
24,0,42,1,16,1,80,69,95,1,1,24,9,2
21,0,45,0,8,0,87,49,96,1,2,10,6,3
27,0,8,1,8,0,56,48,97,1,1,22,9,3
23,0,7,1,19,1,56,54,92,1,1,26,8,3
18,1,24,0,20,0,53,56,99,1,0,1,5,2
22,0,33,0,19,1,69,85,57,1,0,13,5,0
19,0,23,0,15,0,70,68,56,1,0,24,10,2
29,0,15,2,2,1,59,41,57,0,0,9,4,3
27,1,38,3,14,0,93,64,77,0,2,14,8,2
20,0,40,2,7,0,56,82,76,1,2,9,9,1
25,0,48,2,9,0,80,100,63,1,2,5,5,0
26,1,38,3,1,1,94,95,71,1,2,25,9,0
26,0,9,3,15,1,72,93,54,1,0,10,7,0
24,0,12,0,12,1,82,48,92,0,2,11,4,3
23,0,20,0,0,1,84,97,68,1,2,8,6,0
28,0,7,2,15,1,100,82,89,1,2,6,5,1
29,1,20,0,5,1,51,99,70,1,2,6,5,0
27,1,36,3,8,0,54,47,92,1,2,5,9,3
29,1,44,2,15,0,55,49,91,1,2,17,6,3
25,0,29,0,11,1,64,81,50,0,0,19,10,1
18,0,38,0,13,1,93,90,86,0,0,8,4,0
20,0,15,1,5,0,50,93,83,1,1,30,4,0
29,1,36,0,19,1,99,81,85,1,1,14,5,1
18,0,26,1,12,1,60,90,71,1,2,19,9,0
24,0,16,2,4,0,85,87,89,1,2,7,9,0
27,1,11,3,5,0,68,83,100,1,2,6,9,1
21,0,22,2,8,0,69,96,89,1,0,18,6,0
29,0,46,3,6,1,67,76,78,1,1,5,5,1
19,1,38,1,20,0,99,40,98,0,0,20,7,3
18,1,19,0,5,1,68,90,82,0,1,17,9,0
18,1,40,0,9,1,94,61,51,1,2,8,9,2
20,1,19,1,6,1,69,56,94,1,2,17,9,2
20,0,30,0,20,1,91,68,100,1,1,2,10,2
21,1,25,2,19,1,62,50,87,0,0,16,6,3
23,1,5,2,3,0,74,61,98,1,2,0,7,2
25,1,22,0,17,1,92,52,90,1,2,23,4,3
24,0,37,3,13,1,56,77,65,1,2,28,9,1
27,1,28,1,8,1,70,57,92,1,1,19,7,2
18,0,13,2,6,1,65,75,62,1,2,2,10,1
21,0,49,0,0,1,97,99,85,1,2,6,7,0
20,0,17,2,9,1,60,44,62,0,0,22,6,3
26,0,39,3,15,1,93,79,86,1,0,27,8,1
23,1,34,0,9,1,68,78,92,1,1,19,6,1
29,0,27,0,8,0,58,91,73,1,0,6,10,0
29,0,32,1,0,1,78,49,56,1,2,14,7,3
23,0,24,0,5,1,100,64,85,1,1,14,9,2
19,0,36,0,12,1,67,66,62,1,2,28,9,2
23,0,25,2,10,1,94,79,55,1,2,1,4,1
18,0,6,1,6,1,58,78,98,1,2,10,6,1
29,0,11,3,12,1,56,89,87,1,0,10,6,0
20,1,10,3,17,0,85,78,78,1,2,30,4,1
29,1,24,0,14,0,86,88,50,1,2,21,6,0
18,0,17,1,16,1,88,63,77,1,2,11,5,2
18,1,7,1,20,1,69,56,63,1,2,2,10,2
22,0,37,1,1,1,89,65,76,0,2,14,7,2
29,0,6,3,3,0,73,100,65,1,1,4,4,0
25,1,12,3,12,1,93,67,81,1,2,17,7,2
18,1,25,0,2,0,57,41,52,1,0,17,7,3
27,1,37,2,6,1,93,45,57,1,1,7,4,3
28,0,12,1,2,0,71,58,83,1,2,1,5,2
29,1,28,3,16,1,56,46,92,1,2,13,5,3
21,0,43,1,12,0,89,80,82,1,1,28,6,1
24,0,21,0,14,1,78,56,71,1,0,5,8,2
20,0,36,1,7,1,94,60,62,1,1,9,9,2
25,0,7,2,10,1,100,41,97,1,1,30,10,3
25,0,31,2,8,1,72,72,85,0,2,27,5,1
26,0,26,2,16,0,96,77,97,1,1,27,4,1
27,1,41,0,20,1,50,100,80,1,2,6,8,0
29,1,27,0,2,1,65,41,83,0,2,11,7,3
18,1,47,2,5,1,73,77,81,1,1,1,9,1
19,1,17,2,18,1,95,64,79,1,2,20,10,2
29,0,21,0,11,1,83,92,77,1,1,28,6,0
22,1,12,2,20,1,55,48,75,1,1,28,4,3
20,0,48,1,0,1,67,56,64,0,1,10,8,2
20,0,44,3,11,1,75,80,100,1,1,13,9,1
21,0,9,1,19,1,94,84,75,1,1,0,5,1
26,1,16,1,13,0,82,81,66,0,2,24,7,1
25,1,23,1,9,0,64,75,64,0,2,17,5,1
26,0,22,2,2,1,79,95,59,1,0,3,5,0
25,0,40,0,4,1,60,64,59,1,2,23,9,2
25,0,23,1,2,0,67,53,69,0,2,26,10,3
24,0,41,1,17,0,91,83,62,1,1,25,9,1
18,0,10,3,10,1,76,56,93,0,2,1,5,2
26,0,27,1,16,1,82,84,99,1,2,29,8,1
23,0,35,0,19,1,80,67,92,1,1,4,10,2
26,0,35,1,5,1,73,65,85,1,1,20,10,2
23,0,29,2,15,1,87,66,86,0,1,22,6,2
21,1,6,0,17,1,85,58,63,0,1,22,8,2
28,1,41,2,15,1,83,91,58,1,2,3,8,0
25,0,26,3,20,1,80,61,64,1,1,29,9,2
24,0,32,1,14,1,88,79,60,0,0,11,9,1
22,1,26,0,15,1,66,65,65,0,0,10,6,2
29,0,26,1,4,1,72,45,88,0,2,28,5,3
28,0,15,2,12,1,93,78,63,1,1,16,7,1
25,1,24,1,16,1,74,40,87,1,2,17,9,3
21,1,6,1,9,0,50,79,97,1,0,6,8,1
29,0,13,2,11,1,66,52,82,0,2,27,10,3
25,0,43,3,4,1,52,49,58,0,0,18,7,3
22,0,20,0,5,0,87,95,65,1,2,18,4,0
29,0,6,0,9,1,67,71,63,0,0,16,7,1
20,0,14,1,2,0,73,41,99,1,0,29,10,3
19,1,45,0,18,0,62,48,52,1,1,2,5,3
29,0,45,3,11,0,55,66,91,1,2,30,10,2
19,0,26,3,4,1,67,57,56,1,2,13,5,2
18,0,9,0,8,1,96,60,56,1,2,6,6,2
18,0,26,0,15,0,75,43,67,1,1,28,5,3
22,0,30,2,2,1,100,71,62,1,2,4,5,1
22,0,32,3,11,1,75,40,63,1,2,8,9,3
29,1,35,3,9,1,54,80,73,1,2,26,7,1
28,1,13,0,17,0,81,70,91,1,2,8,7,1
28,0,36,3,20,1,99,66,61,1,2,29,6,2
21,0,44,2,20,0,54,82,51,1,0,8,10,1
23,0,29,1,13,1,72,84,86,1,2,23,6,1
29,0,19,3,19,0,59,75,51,0,2,23,4,1
25,0,21,2,9,1,54,83,63,1,2,16,5,1
25,0,34,0,18,0,52,60,97,1,2,2,6,2
27,0,43,2,6,1,66,59,62,0,0,0,8,2
21,1,11,3,8,1,96,83,78,1,1,4,5,1
28,0,34,2,20,0,65,88,51,1,0,26,9,0
18,0,10,1,16,0,61,62,67,1,2,0,5,2
29,0,41,2,3,1,53,77,54,1,2,12,6,1
26,1,35,1,11,0,77,41,73,1,2,0,5,3
22,1,13,3,8,1,79,87,82,1,2,14,5,0
22,0,43,1,1,0,57,98,87,1,0,20,7,0
21,1,23,0,7,1,66,46,72,1,0,21,6,3
21,0,22,3,6,0,52,69,85,1,0,16,8,2
25,1,37,3,10,1,75,63,65,1,2,1,10,2
26,0,45,1,7,1,80,84,93,0,1,13,4,1
23,1,43,0,6,0,56,84,74,1,2,27,8,1
22,0,25,3,18,0,56,50,54,1,1,9,4,3
24,1,38,3,5,1,75,44,91,1,0,24,4,3
28,1,14,0,4,1,78,42,75,0,2,29,5,3
24,1,30,1,5,1,66,66,94,1,1,26,5,2
19,0,46,0,6,0,76,86,86,1,1,30,8,0
19,1,45,2,1,1,70,65,61,1,1,21,10,2
26,0,17,0,7,1,76,42,90,1,2,30,10,3
24,1,41,1,10,1,74,64,87,1,1,4,9,2
27,1,27,3,17,1,73,47,82,1,1,28,10,3
18,0,44,0,11,1,52,56,64,0,1,21,6,2
22,1,45,1,9,1,85,71,76,0,2,14,5,1
20,0,29,0,19,1,84,45,86,0,2,9,4,3
26,0,18,2,12,1,74,60,90,0,0,2,9,2
22,0,28,1,16,0,81,41,58,0,2,29,9,3
20,0,24,2,13,1,97,83,81,0,1,10,9,1
23,0,20,0,0,0,97,59,100,1,2,29,6,2
19,1,26,1,12,0,72,86,98,0,0,2,5,0
28,0,21,0,6,1,67,64,98,1,2,28,7,2
18,1,21,0,1,1,97,50,77,1,2,5,4,3
25,1,22,0,12,1,59,91,82,0,2,1,5,0
28,1,30,2,2,0,57,90,100,1,2,8,7,0
23,0,26,0,8,1,99,81,59,1,1,14,7,1
24,0,35,1,16,1,100,90,53,1,1,17,5,0
28,1,42,1,9,0,69,97,95,1,1,20,9,0
26,1,44,0,18,1,94,64,74,1,2,18,7,2
18,0,10,2,8,1,66,77,86,1,2,15,6,1
22,1,43,3,11,1,60,86,68,1,2,19,8,0
23,0,41,2,17,1,61,41,94,1,0,10,10,3
21,1,32,3,12,0,50,57,73,1,2,10,6,2
21,0,23,3,3,1,61,71,76,1,0,15,9,1
19,0,30,1,16,1,72,80,54,0,2,15,5,1
19,1,21,1,8,1,80,91,82,1,0,21,5,0
20,1,28,1,12,0,73,60,88,0,2,5,10,2
28,0,23,1,1,0,82,99,68,1,2,20,9,0
18,1,5,0,16,0,96,70,77,1,2,14,10,1
26,0,27,2,20,0,87,66,86,1,1,1,4,2
18,0,13,0,0,1,84,72,56,1,2,25,10,1
21,1,16,0,1,1,73,93,58,1,1,6,4,0
26,1,31,0,5,1,59,69,96,1,2,15,4,2
28,1,39,1,14,1,86,61,70,1,2,16,6,2
20,0,48,2,11,1,65,100,80,1,2,26,7,0
21,0,41,1,8,0,63,49,80,0,0,19,8,3
21,1,26,1,20,0,72,74,94,0,2,18,7,1
24,1,6,0,19,0,93,88,60,1,2,2,5,0
24,0,46,2,18,0,52,68,65,0,1,1,5,2
19,0,13,2,13,0,56,87,97,1,2,8,7,0
19,1,32,0,8,1,97,45,94,1,1,4,8,3
27,0,49,0,17,0,67,51,90,0,2,23,4,3
25,1,45,3,16,0,84,67,84,1,0,12,10,2
19,1,17,2,2,1,83,94,83,1,2,19,9,0
29,0,37,2,0,1,98,42,70,0,2,29,5,3
22,0,26,3,17,1,63,49,84,1,2,2,9,3
27,1,17,3,8,0,51,64,85,1,2,7,5,2
24,1,8,2,17,1,50,84,54,1,2,24,5,1
24,0,45,1,19,1,87,99,93,1,0,24,8,0
21,0,28,2,8,0,78,96,90,1,1,13,4,0
26,0,45,1,10,1,62,96,100,0,1,6,4,0
28,0,39,2,19,1,90,48,95,1,2,7,10,3
28,1,42,2,3,1,93,75,56,0,2,4,9,1
26,0,15,1,2,1,72,52,56,0,2,28,4,3
21,1,40,0,13,0,68,76,69,1,0,30,7,1
23,1,25,1,5,1,57,72,74,1,2,17,7,1
18,0,8,3,6,0,82,74,56,0,2,2,6,1
22,0,47,3,17,0,97,79,72,1,2,29,5,1
27,1,17,1,3,1,73,99,54,1,1,1,9,0
22,1,44,2,11,1,71,77,89,1,1,4,9,1
29,0,31,1,14,1,70,72,71,1,2,30,10,1
19,0,46,0,4,0,100,84,76,0,2,11,7,1
29,0,31,0,14,1,67,62,68,1,0,11,7,2
19,0,26,1,15,0,97,45,100,1,0,26,6,3
23,1,6,0,3,0,83,91,60,1,1,8,4,0
20,0,43,2,18,0,82,97,70,1,0,1,5,0
23,1,10,3,6,0,87,67,74,0,1,12,9,2
24,1,46,3,5,1,80,92,87,1,2,2,7,0
20,0,46,2,3,1,94,94,89,1,1,13,10,0
20,1,11,0,3,0,97,82,64,1,0,15,8,1
24,1,30,1,2,0,88,69,67,1,1,30,7,2
26,0,40,1,11,0,84,84,75,1,2,5,9,1
19,0,35,2,18,0,72,49,78,1,2,17,6,3
25,1,42,2,15,1,63,79,68,1,2,7,6,1
21,0,40,1,13,1,87,62,90,1,1,15,6,2
25,1,45,1,20,1,68,76,88,1,2,7,7,1
21,0,27,3,5,1,55,91,69,1,2,26,4,0
29,1,35,1,18,1,77,45,91,1,1,14,9,3
29,1,26,1,11,1,75,97,72,1,2,14,10,0
26,1,20,1,5,1,59,63,67,1,2,23,8,2
24,0,12,0,2,1,56,76,85,1,1,3,5,1
22,1,30,3,14,1,82,93,52,0,1,3,5,0
24,0,25,0,4,1,78,76,85,1,1,13,10,1
20,0,42,2,1,1,91,91,99,1,1,3,8,0
20,1,34,0,16,1,76,85,64,1,2,22,5,0
19,1,28,3,18,0,97,82,58,1,1,13,8,1
26,0,39,0,13,1,75,71,51,0,1,27,5,1
22,1,10,3,0,0,99,41,90,1,1,10,6,3
25,1,16,2,20,1,51,97,94,1,0,0,7,0
23,0,18,3,4,0,62,96,50,1,1,16,6,0
18,0,8,2,5,1,63,98,71,1,2,27,4,0
21,0,33,2,10,0,100,61,83,1,2,4,10,2
21,1,33,3,12,0,51,51,81,1,1,8,5,3
22,1,48,2,10,1,97,54,76,1,1,30,7,3
27,1,8,3,4,1,62,66,80,1,0,0,10,2
18,1,49,2,9,1,51,46,85,1,0,5,5,3
22,1,7,2,16,1,93,72,55,1,0,13,7,1
21,0,29,1,19,1,82,98,95,0,2,25,5,0
28,0,14,3,4,0,82,70,78,1,1,9,6,1
18,1,31,3,16,1,78,93,59,1,2,17,10,0
18,0,12,0,7,1,100,94,77,1,1,19,7,0
20,0,40,2,19,1,77,77,99,1,2,13,6,1
26,1,24,2,3,0,99,40,76,1,2,17,9,3
21,0,10,2,8,1,82,60,52,1,1,2,9,2
18,1,49,1,2,1,53,77,72,1,0,22,8,1
22,0,23,3,3,0,86,40,69,1,0,2,4,3
20,0,48,3,1,1,63,61,64,0,2,12,6,2
26,0,12,1,8,1,66,61,71,0,2,3,5,2
29,1,31,3,4,1,67,69,56,1,2,3,4,2
18,0,34,2,4,0,94,55,99,1,2,24,9,2
25,0,46,0,20,1,54,78,67,0,1,25,5,1
22,1,19,0,3,1,59,60,59,1,1,20,5,2
28,0,45,0,2,1,60,95,98,0,2,11,9,0
28,0,14,1,0,1,87,60,57,0,2,5,4,2
26,0,18,1,12,0,85,64,52,1,2,13,5,2
20,1,16,0,2,0,79,47,54,0,2,0,8,3
22,0,46,1,20,0,67,53,61,1,1,19,9,3
23,0,16,2,4,1,59,78,70,1,2,21,5,1
26,0,25,1,17,0,82,88,75,1,2,26,10,0
21,1,17,3,14,1,90,41,66,1,1,16,4,3
29,1,25,2,15,1,60,48,97,1,1,30,5,3
24,1,43,3,20,1,90,85,50,0,2,11,10,0
19,0,7,2,0,1,89,85,59,1,0,16,5,0
26,0,40,0,2,1,91,93,82,1,1,28,4,0
20,1,44,1,2,1,81,75,82,1,2,29,5,1
23,1,16,2,0,1,94,63,78,0,1,9,4,2
26,0,20,3,5,1,83,68,63,1,2,26,4,2
19,1,44,0,4,1,85,87,58,0,0,16,8,0
21,0,26,1,7,0,65,94,64,1,2,24,5,0
21,1,38,2,11,1,99,53,86,1,0,26,10,3
24,1,23,3,9,1,57,76,55,1,2,20,4,1
20,1,14,0,0,1,62,50,65,0,2,9,8,3
22,0,47,3,2,0,76,97,76,0,0,22,4,0
22,1,29,2,17,1,96,85,99,0,1,15,4,0
25,0,20,2,18,1,62,54,56,1,2,24,6,3
21,0,41,2,3,1,61,99,89,1,2,14,7,0
25,1,12,1,19,0,66,53,61,1,2,21,4,3
19,0,18,2,15,0,81,100,60,1,1,27,8,0
22,1,41,3,5,1,98,65,82,0,2,11,6,2
24,0,5,1,6,0,88,86,69,1,2,14,10,0
25,0,6,3,12,1,97,68,71,1,1,15,5,2
20,0,10,1,7,1,66,90,88,0,2,29,5,0
24,0,7,0,16,1,88,88,87,1,2,30,4,0
18,1,13,1,9,1,81,40,57,1,1,26,7,3
25,0,47,2,2,1,98,76,94,1,0,1,8,1
18,1,37,3,6,0,98,56,56,1,1,15,4,2
23,0,42,1,7,1,59,51,81,1,0,7,8,3
28,1,13,0,13,1,91,43,80,0,2,24,10,3
20,0,18,3,2,1,75,40,58,1,0,23,7,3
24,1,34,3,13,1,60,78,84,0,2,24,6,1
21,0,9,2,4,0,52,45,85,1,2,25,6,3
25,0,30,1,1,0,70,72,69,0,1,18,7,1
19,1,36,3,16,1,74,49,53,1,0,12,6,3
24,1,21,0,13,1,59,74,71,1,2,8,9,1
25,1,10,0,0,1,56,85,66,1,2,11,9,0
24,0,44,2,7,1,56,42,71,1,2,1,8,3
19,1,32,3,10,1,64,86,59,0,2,10,6,0
22,1,22,3,6,1,84,67,74,1,2,1,6,2
27,1,43,1,14,1,78,59,53,1,1,19,6,2
26,0,10,1,16,1,65,90,56,1,1,18,9,0
29,1,38,2,8,1,71,66,59,0,2,18,10,2
25,1,17,1,14,1,54,57,78,1,2,17,6,2
24,0,36,1,20,1,87,99,93,1,2,7,9,0
22,0,18,1,14,0,82,83,66,1,1,13,5,1
23,0,15,1,13,1,56,75,80,1,2,22,7,1
18,0,21,0,14,0,97,52,85,0,1,17,6,3
24,0,16,0,11,1,97,61,97,1,2,20,4,2
20,1,42,0,18,1,52,89,81,0,2,13,4,0
22,1,8,3,8,0,71,70,65,1,2,20,10,1
27,1,45,1,2,1,57,80,92,1,2,16,4,1
25,1,18,1,14,1,68,100,52,1,2,4,10,0
28,0,36,3,15,0,58,96,92,1,2,3,4,0
25,1,36,1,14,1,71,78,82,1,2,8,7,1
26,1,9,3,14,1,91,87,63,0,1,1,6,0
19,1,21,3,9,1,50,90,75,1,1,27,4,0
24,1,18,0,15,0,97,66,77,1,1,27,10,2
21,0,35,3,8,0,84,48,79,1,1,4,7,3
24,0,43,3,0,1,99,95,88,0,1,12,4,0
21,0,7,1,17,1,97,58,54,1,0,15,10,2
25,0,37,2,3,1,85,86,83,1,1,21,7,0
22,1,22,3,10,0,87,65,78,0,0,14,6,2
21,0,23,3,11,1,95,51,78,1,2,14,10,3
23,0,13,3,8,0,87,82,68,0,1,10,4,1
23,1,28,0,3,0,54,63,93,1,2,2,7,2
18,0,12,0,9,1,67,67,90,0,1,17,9,2
19,1,31,2,20,0,55,99,68,0,2,22,8,0
25,0,18,3,19,1,66,94,100,1,2,27,9,0
18,1,40,1,4,1,66,63,58,1,1,29,7,2
20,1,22,0,2,0,67,41,96,1,2,24,4,3
24,1,11,2,20,1,79,71,62,1,2,6,7,1
28,1,21,0,2,1,72,52,52,0,2,27,10,3
18,0,41,1,0,1,87,79,80,1,2,5,10,1
23,0,45,3,18,1,50,45,97,0,2,20,8,3
26,0,12,2,14,0,56,63,78,1,2,6,10,2
20,1,29,1,2,1,55,49,92,1,1,27,8,3
23,1,25,1,19,1,85,85,96,1,2,11,4,0
18,0,27,0,1,0,81,76,94,0,2,2,7,1
23,1,19,3,3,1,69,91,80,1,2,8,7,0
19,0,44,0,20,1,80,45,63,0,2,4,5,3
25,0,28,3,15,0,90,82,96,1,1,9,7,1
22,0,37,3,1,1,61,42,58,1,2,5,7,3
24,0,41,3,1,0,93,98,64,0,1,15,4,0
21,1,10,1,7,1,73,91,97,0,2,8,6,0
23,0,9,0,2,1,77,90,79,0,0,15,9,0
19,1,49,1,16,1,99,76,62,1,2,11,8,1
24,0,34,3,19,0,66,69,55,0,2,15,10,2
28,0,41,1,20,1,79,77,97,1,2,19,7,1
21,1,24,0,12,1,98,47,65,1,1,18,8,3
25,1,8,0,13,0,90,71,95,1,2,24,6,1
20,1,18,0,1,1,65,40,76,1,1,27,10,3
21,0,45,3,17,1,51,80,80,0,0,29,10,1
24,1,5,3,5,1,87,81,93,1,1,8,6,1
21,1,23,1,20,1,70,65,82,1,2,22,4,2
20,0,23,3,15,1,94,81,58,1,1,17,8,1
26,1,14,0,10,0,63,68,79,1,0,11,6,2
24,1,19,2,4,1,99,70,81,1,1,30,8,1
26,1,13,0,16,0,66,82,77,0,2,4,6,1
18,1,33,0,20,1,64,71,100,0,0,7,4,1
29,0,9,1,5,0,71,93,80,0,1,20,5,0
26,1,24,0,6,1,51,50,57,1,2,5,7,3
26,1,21,0,0,0,95,53,93,1,2,6,7,3
28,1,17,2,9,1,75,99,98,1,2,4,9,0
26,1,30,2,18,1,96,84,96,0,2,21,9,1
27,1,9,0,9,1,96,70,65,0,2,13,7,1
24,1,13,0,12,0,89,84,84,1,1,13,6,1
20,0,43,0,11,1,74,53,97,1,0,8,9,3
21,1,48,3,3,1,50,41,85,1,1,10,8,3
23,0,34,1,16,0,99,54,51,1,1,18,10,3
22,1,18,3,7,1,85,92,91,1,1,20,6,0
29,0,29,1,18,1,55,44,75,1,0,8,5,3
19,1,31,2,3,0,87,43,65,1,2,17,4,3
26,1,21,2,9,1,65,46,62,0,2,0,8,3
19,1,16,2,18,1,50,81,82,1,2,21,9,1
18,1,35,3,7,1,73,56,76,1,2,24,8,2
19,1,41,2,5,1,57,42,77,1,2,3,4,3
29,1,15,0,1,1,59,78,73,0,2,19,9,1
18,1,17,2,10,0,82,70,85,1,1,28,10,1
27,0,16,0,14,1,68,51,55,1,0,22,6,3
22,1,38,0,20,0,55,47,98,1,2,4,9,3
28,0,29,0,17,1,62,59,96,1,2,30,4,2
19,1,13,0,0,1,98,85,97,1,1,14,7,0
29,1,20,1,0,1,75,54,68,1,2,26,5,3
22,1,45,0,13,1,74,40,88,0,0,26,10,3
27,1,48,2,4,0,100,54,97,1,1,1,9,3
29,0,43,2,12,1,88,44,91,1,0,0,8,3
27,0,24,1,1,0,81,40,94,0,1,24,6,3
28,0,12,1,1,0,79,73,73,1,2,5,7,1
18,0,10,1,5,0,64,41,78,1,2,19,9,3
25,0,12,1,7,1,79,81,94,1,1,4,6,1
21,0,5,0,18,1,82,92,50,1,2,27,4,0
28,0,11,0,10,1,79,89,87,0,0,14,7,0
26,1,15,0,13,0,81,86,56,1,0,27,10,0
18,1,32,3,0,0,100,83,76,1,1,23,4,1
24,0,14,2,18,1,54,68,92,1,1,17,6,2
29,0,43,1,6,0,69,86,80,0,1,0,6,0
19,1,7,2,17,1,67,70,66,1,1,15,4,1
19,0,30,0,6,1,65,84,79,1,2,22,9,1
18,1,20,3,9,0,82,97,69,0,2,7,4,0
26,0,29,1,6,0,100,44,80,1,0,26,8,3
27,1,39,1,18,1,68,72,63,1,2,9,7,1
24,1,37,0,6,1,53,75,51,1,0,28,6,1
26,0,26,2,1,0,75,94,84,1,2,11,6,0
28,1,26,2,17,0,69,80,74,1,1,17,10,1
26,1,43,2,5,1,53,93,76,1,1,1,4,0
26,0,32,1,9,1,86,62,83,1,0,30,9,2
23,0,47,3,8,0,58,87,97,0,1,3,6,0
23,0,27,3,9,0,85,54,66,1,1,6,7,3
21,1,38,0,13,0,58,78,91,1,1,2,8,1
25,1,45,1,6,1,60,46,51,0,2,5,10,3
25,1,12,3,20,0,57,49,83,1,2,25,5,3
19,1,6,3,11,1,55,80,84,1,2,4,9,1
24,1,39,3,13,1,76,97,61,1,0,4,4,0
23,0,29,0,2,0,62,66,97,0,2,29,7,2
24,1,23,2,0,1,80,55,92,1,2,15,7,2
20,1,40,1,2,1,75,83,78,0,0,14,9,1
24,1,13,0,18,0,50,66,100,1,0,2,9,2
26,1,11,0,12,0,58,87,98,0,2,3,9,0
26,1,49,0,0,1,79,55,100,1,2,4,8,2
22,1,24,3,3,1,77,91,71,1,1,5,6,0
28,0,8,0,13,0,100,50,66,0,1,27,4,3
20,1,18,3,7,1,68,77,99,1,2,30,4,1
27,0,41,3,0,0,93,48,79,1,1,0,8,3
28,1,31,2,8,0,69,96,97,1,1,26,5,0
19,0,27,0,8,1,66,69,74,1,2,1,8,2
29,0,17,1,20,1,58,85,78,0,2,28,6,0
25,1,37,2,7,1,71,89,80,0,1,15,8,0
26,0,10,1,19,0,67,60,67,1,1,3,7,2
24,0,17,3,4,0,55,44,88,1,1,10,9,3
22,0,5,0,18,1,99,58,69,1,2,21,6,2
24,1,13,3,14,0,82,63,76,1,2,6,5,2
25,1,7,3,8,0,83,61,68,0,1,10,5,2
24,0,37,2,11,1,71,70,58,0,0,27,5,1
21,1,30,2,17,0,82,87,84,1,0,18,9,0
21,0,45,3,5,0,62,79,79,0,0,10,5,1
28,1,15,0,20,1,81,96,90,1,2,1,9,0
21,1,28,1,3,0,64,71,98,1,2,16,5,1
28,1,33,2,11,1,59,57,56,1,1,18,9,2
24,0,30,0,5,1,74,72,51,1,0,17,4,1
23,1,33,1,11,1,89,82,85,1,0,20,4,1
23,1,19,0,6,0,53,91,70,1,0,11,10,0
28,0,20,2,9,0,69,91,61,1,2,9,6,0
27,0,21,0,8,1,99,49,98,1,2,6,7,3
